invoice_number,vendor_name,address,issued_date,due_date,invoice_status,product_name,quantity,unit_price
31-2022-09-02-Co,Company C,Azerbaijan,2022-09-02,2022-09-12,Paid,E-commerce Development,1,4269.54
59-2022-12-24-Co,Company A,Swaziland,2022-12-24,2023-01-09,Paid,E-commerce Development,1,4373.5
87-2022-12-21-Co,Company C,Brazil,2022-12-21,2023-01-05,Paid,IoT Solution,1,7803.28
69-2023-05-13-Co,Company C,Luxembourg,2023-05-13,2023-05-24,Pending,E-commerce Development,1,3851.48
13-2022-09-21-Co,Company E,Burundi,2022-09-21,2022-10-19,Pending,AI Solution,1,3265.21
18-2023-01-18-Co,Company A,North Macedonia,2023-01-18,2023-02-11,Paid,E-commerce Development,1,1004.24
87-2023-01-25-Co,Company B,Bouvet Island (Bouvetoya),2023-01-25,2023-02-21,Paid,AI Solution,1,7814.3
40-2023-05-12-Co,Company B,Poland,2023-05-12,2023-06-09,Pending,IoT Solution,1,6927.65
2-2023-05-05-Co,Company E,Tuvalu,2023-05-05,2023-06-01,Pending,E-commerce Development,1,1763.08
11-2022-11-09-Co,Company A,Afghanistan,2022-11-09,2022-11-17,Overdue,AI Solution,1,7067.85
84-2023-02-15-Co,Company E,Peru,2023-02-15,2023-03-12,Paid,AI Solution,1,3504.88
55-2023-01-09-Co,Company A,American Samoa,2023-01-09,2023-02-05,Overdue,Mobile App Development,1,2254.39
15-2023-06-18-Co,Company E,Afghanistan,2023-06-18,2023-06-26,Paid,E-commerce Development,1,2727.08
50-2022-11-20-Co,Company B,Morocco,2022-11-20,2022-12-04,Overdue,Web Development,1,2647.33
95-2022-09-28-Co,Company B,Liberia,2022-09-28,2022-10-25,Pending,AI Solution,1,4499.18
33-2022-09-20-Co,Company C,Spain,2022-09-20,2022-10-12,Pending,Web Development,1,751.76
70-2022-11-17-Co,Company E,Czech Republic,2022-11-17,2022-11-26,Pending,AI Solution,1,8049.91
41-2023-04-18-Co,Company E,Pitcairn Islands,2023-04-18,2023-05-06,Paid,E-commerce Development,1,2522.13
92-2022-10-30-Co,Company A,Moldova,2022-10-30,2022-11-27,Pending,AI Solution,1,5771.7
64-2022-10-19-Co,Company A,Iran,2022-10-19,2022-11-17,Paid,AI Solution,1,6675.16
84-2022-11-29-Co,Company A,El Salvador,2022-11-29,2022-12-23,Overdue,AI Solution,1,7134.83
97-2023-01-05-Co,Company E,Turkmenistan,2023-01-05,2023-01-28,Overdue,E-commerce Development,1,4613.73
17-2022-07-23-Co,Company D,Andorra,2022-07-23,2022-08-12,Paid,Web Development,1,667.42
77-2023-02-16-Co,Company B,Hong Kong,2023-02-16,2023-03-12,Pending,E-commerce Development,1,3078.69
39-2023-03-08-Co,Company E,France,2023-03-08,2023-03-18,Paid,IoT Solution,1,6017.62
80-2023-05-25-Co,Company E,Nepal,2023-05-25,2023-06-07,Overdue,Mobile App Development,1,3921.87
66-2023-04-27-Co,Company C,Guyana,2023-04-27,2023-05-25,Overdue,IoT Solution,1,4713.27
53-2023-02-27-Co,Company A,Nicaragua,2023-02-27,2023-03-25,Paid,UI/UX Design,1,413.2
35-2022-11-21-Co,Company D,Moldova,2022-11-21,2022-12-05,Pending,UI/UX Design,1,619.68
21-2023-04-01-Co,Company A,Mauritius,2023-04-01,2023-04-30,Overdue,UI/UX Design,1,727.73
86-2023-02-09-Co,Company C,Luxembourg,2023-02-09,2023-02-21,Paid,E-commerce Development,1,2545.51
79-2023-01-16-Co,Company E,France,2023-01-16,2023-01-30,Overdue,Mobile App Development,1,2967.84
56-2022-08-29-Co,Company E,Maldives,2022-08-29,2022-09-22,Overdue,AI Solution,1,9597.91
37-2023-03-05-Co,Company D,Mexico,2023-03-05,2023-03-30,Overdue,Web Development,1,991.75
33-2022-09-28-Co,Company C,United Kingdom,2022-09-28,2022-10-08,Paid,UI/UX Design,1,349.02
41-2022-07-24-Co,Company C,Bahamas,2022-07-24,2022-08-18,Overdue,IoT Solution,1,6536.9
97-2023-02-27-Co,Company D,Puerto Rico,2023-02-27,2023-03-10,Pending,IoT Solution,1,2283.38
12-2022-09-13-Co,Company D,Venezuela,2022-09-13,2022-10-10,Pending,E-commerce Development,1,1953.28
1-2022-11-17-Co,Company D,Anguilla,2022-11-17,2022-12-16,Overdue,Web Development,1,960.95
71-2022-09-17-Co,Company A,British Indian Ocean Territory (Chagos Archipelago),2022-09-17,2022-09-28,Paid,IoT Solution,1,2319.13
87-2022-07-20-Co,Company C,Algeria,2022-07-20,2022-08-03,Pending,UI/UX Design,1,502.03
29-2022-07-20-Co,Company D,Seychelles,2022-07-20,2022-08-11,Paid,Web Development,1,2781.35
36-2022-12-02-Co,Company A,Liberia,2022-12-02,2022-12-27,Paid,IoT Solution,1,5451.33
20-2022-10-21-Co,Company B,United States of America,2022-10-21,2022-11-17,Pending,Web Development,1,657.89
65-2022-07-20-Co,Company D,Christmas Island,2022-07-20,2022-08-06,Overdue,Mobile App Development,1,1722.93
14-2023-03-01-Co,Company A,Cayman Islands,2023-03-01,2023-03-14,Paid,UI/UX Design,1,290.59
16-2023-01-05-Co,Company C,Egypt,2023-01-05,2023-01-13,Pending,Web Development,1,2383.28
97-2022-12-12-Co,Company A,Guernsey,2022-12-12,2022-12-29,Pending,Web Development,1,793.7
3-2023-01-18-Co,Company B,Guinea-Bissau,2023-01-18,2023-01-30,Paid,E-commerce Development,1,3157.34
30-2022-12-26-Co,Company C,Morocco,2022-12-26,2023-01-09,Overdue,AI Solution,1,7876.25
88-2022-08-14-Co,Company D,Ireland,2022-08-14,2022-08-28,Pending,E-commerce Development,1,2793.9
56-2022-12-09-Co,Company E,Gabon,2022-12-09,2023-01-06,Paid,AI Solution,1,8779.25
80-2023-03-20-Co,Company C,Reunion,2023-03-20,2023-04-08,Pending,Mobile App Development,1,1436.76
35-2022-10-18-Co,Company D,Svalbard & Jan Mayen Islands,2022-10-18,2022-11-10,Overdue,AI Solution,1,3928.37
56-2022-12-20-Co,Company B,Antigua and Barbuda,2022-12-20,2022-12-27,Overdue,IoT Solution,1,3307.35
96-2022-07-21-Co,Company A,Christmas Island,2022-07-21,2022-07-30,Pending,E-commerce Development,1,4482.96
87-2022-09-11-Co,Company D,Montenegro,2022-09-11,2022-09-20,Overdue,AI Solution,1,7205.04
63-2023-04-05-Co,Company A,Sao Tome and Principe,2023-04-05,2023-05-01,Paid,Web Development,1,2736.71
12-2023-04-08-Co,Company C,Tajikistan,2023-04-08,2023-04-26,Paid,UI/UX Design,1,934.11
98-2023-03-16-Co,Company E,Norway,2023-03-16,2023-04-07,Pending,AI Solution,1,4119.97
11-2022-11-22-Co,Company E,New Caledonia,2022-11-22,2022-12-18,Pending,UI/UX Design,1,802.86
2-2022-10-11-Co,Company E,Lesotho,2022-10-11,2022-11-03,Pending,Mobile App Development,1,3270.42
1-2023-02-14-Co,Company D,Burundi,2023-02-14,2023-03-15,Overdue,IoT Solution,1,2548.98
65-2022-12-27-Co,Company B,Japan,2022-12-27,2023-01-14,Pending,AI Solution,1,9688.08
4-2022-08-07-Co,Company A,Honduras,2022-08-07,2022-09-04,Pending,IoT Solution,1,3714.98
86-2023-01-22-Co,Company C,Croatia,2023-01-22,2023-02-11,Pending,Mobile App Development,1,2860.55
34-2023-06-01-Co,Company D,Anguilla,2023-06-01,2023-06-09,Paid,Mobile App Development,1,3627.48
29-2022-10-08-Co,Company C,Comoros,2022-10-08,2022-11-01,Pending,UI/UX Design,1,518.62
56-2023-03-29-Co,Company C,Cameroon,2023-03-29,2023-04-23,Paid,IoT Solution,1,2889.26
23-2022-08-05-Co,Company A,United States Minor Outlying Islands,2022-08-05,2022-08-20,Pending,AI Solution,1,5398.9
3-2022-09-13-Co,Company D,Sierra Leone,2022-09-13,2022-09-28,Pending,Mobile App Development,1,4996.67
77-2022-07-22-Co,Company D,Thailand,2022-07-22,2022-08-04,Paid,Mobile App Development,1,1280.45
77-2023-03-10-Co,Company D,Albania,2023-03-10,2023-04-09,Overdue,IoT Solution,1,3636.25
91-2022-09-14-Co,Company A,Zambia,2022-09-14,2022-10-02,Pending,AI Solution,1,9376.28
84-2023-03-14-Co,Company D,Uganda,2023-03-14,2023-03-31,Pending,E-commerce Development,1,4808.89
96-2023-01-29-Co,Company C,Hong Kong,2023-01-29,2023-02-14,Pending,Web Development,1,811.52
44-2022-11-02-Co,Company A,Brazil,2022-11-02,2022-11-28,Paid,E-commerce Development,1,3263.63
95-2022-12-06-Co,Company D,Guadeloupe,2022-12-06,2022-12-23,Overdue,E-commerce Development,1,3988.26
33-2023-03-28-Co,Company A,Afghanistan,2023-03-28,2023-04-21,Pending,IoT Solution,1,3057.3
75-2022-07-15-Co,Company E,Guam,2022-07-15,2022-07-27,Paid,UI/UX Design,1,621.16
3-2022-08-21-Co,Company A,Turkey,2022-08-21,2022-09-12,Paid,IoT Solution,1,5144.61
31-2023-02-06-Co,Company E,Oman,2023-02-06,2023-02-19,Paid,AI Solution,1,5594.1
17-2023-06-07-Co,Company D,Sri Lanka,2023-06-07,2023-06-27,Pending,AI Solution,1,7695.57
44-2022-10-24-Co,Company A,Hong Kong,2022-10-24,2022-11-02,Paid,AI Solution,1,6783.86
8-2023-02-02-Co,Company D,Guyana,2023-02-02,2023-02-20,Overdue,IoT Solution,1,3438.07
7-2022-10-24-Co,Company C,Montenegro,2022-10-24,2022-11-15,Pending,IoT Solution,1,5095.91
25-2023-02-12-Co,Company E,French Southern Territories,2023-02-12,2023-03-08,Pending,AI Solution,1,5735.05
69-2022-11-14-Co,Company C,Malta,2022-11-14,2022-12-01,Paid,Web Development,1,1995.35
94-2023-05-22-Co,Company E,Turkey,2023-05-22,2023-06-03,Paid,UI/UX Design,1,720.07
34-2022-09-09-Co,Company A,Serbia,2022-09-09,2022-09-16,Pending,E-commerce Development,1,4937.45
73-2023-04-29-Co,Company C,Belgium,2023-04-29,2023-05-26,Overdue,IoT Solution,1,4994.73
30-2023-06-25-Co,Company A,Denmark,2023-06-25,2023-07-12,Paid,UI/UX Design,1,659.65
77-2023-01-31-Co,Company E,Ireland,2023-01-31,2023-02-14,Paid,IoT Solution,1,2423.45
97-2022-10-05-Co,Company E,Iceland,2022-10-05,2022-10-22,Overdue,IoT Solution,1,2253.72
32-2022-08-17-Co,Company D,Latvia,2022-08-17,2022-08-29,Pending,UI/UX Design,1,236.63
52-2022-12-17-Co,Company D,Montserrat,2022-12-17,2023-01-13,Paid,IoT Solution,1,5020.51
58-2022-07-11-Co,Company A,Ukraine,2022-07-11,2022-08-09,Overdue,IoT Solution,1,6243.55
25-2022-10-08-Co,Company D,Paraguay,2022-10-08,2022-11-07,Pending,Web Development,1,1607.0
49-2023-05-08-Co,Company A,Oman,2023-05-08,2023-05-28,Pending,Mobile App Development,1,3674.72
58-2022-09-12-Co,Company E,Bahrain,2022-09-12,2022-10-09,Pending,AI Solution,1,7925.16
33-2022-12-25-Co,Company B,Yemen,2022-12-25,2023-01-19,Overdue,AI Solution,1,8961.8
81-2023-06-30-Co,Company A,Belarus,2023-06-30,2023-07-12,Paid,E-commerce Development,1,3351.59
36-2023-04-03-Co,Company A,South Africa,2023-04-03,2023-04-15,Overdue,UI/UX Design,1,828.68
21-2023-06-29-Co,Company B,Peru,2023-06-29,2023-07-10,Pending,UI/UX Design,1,337.22
6-2022-10-28-Co,Company D,Papua New Guinea,2022-10-28,2022-11-21,Pending,UI/UX Design,1,327.36
83-2022-10-03-Co,Company B,Belize,2022-10-03,2022-10-11,Paid,IoT Solution,1,5210.17
16-2022-10-19-Co,Company C,Mauritius,2022-10-19,2022-10-27,Paid,UI/UX Design,1,338.71
75-2023-02-09-Co,Company C,Argentina,2023-02-09,2023-03-06,Pending,E-commerce Development,1,2545.87
8-2022-10-18-Co,Company B,American Samoa,2022-10-18,2022-11-09,Paid,IoT Solution,1,5606.81
1-2022-09-17-Co,Company B,Jamaica,2022-09-17,2022-09-30,Pending,IoT Solution,1,3080.79
8-2022-12-19-Co,Company C,Sudan,2022-12-19,2023-01-17,Pending,AI Solution,1,6742.35
27-2022-10-02-Co,Company B,Uganda,2022-10-02,2022-10-09,Paid,IoT Solution,1,2349.43
57-2023-05-25-Co,Company C,Holy See (Vatican City State),2023-05-25,2023-06-10,Pending,AI Solution,1,7794.91
68-2023-06-10-Co,Company A,New Caledonia,2023-06-10,2023-06-21,Overdue,IoT Solution,1,4256.86
5-2022-11-10-Co,Company E,Cayman Islands,2022-11-10,2022-11-20,Overdue,Mobile App Development,1,3829.41
54-2023-06-01-Co,Company B,Georgia,2023-06-01,2023-06-26,Overdue,UI/UX Design,1,204.48
74-2022-08-24-Co,Company A,Saint Pierre and Miquelon,2022-08-24,2022-08-31,Pending,UI/UX Design,1,512.24
87-2023-05-11-Co,Company B,Tunisia,2023-05-11,2023-06-07,Overdue,IoT Solution,1,7470.72
70-2023-05-04-Co,Company E,Croatia,2023-05-04,2023-05-23,Paid,IoT Solution,1,5064.82
17-2022-08-14-Co,Company C,Lithuania,2022-08-14,2022-09-06,Pending,E-commerce Development,1,3406.45
50-2022-12-18-Co,Company B,Algeria,2022-12-18,2022-12-29,Paid,E-commerce Development,1,2046.17
27-2022-07-18-Co,Company D,Iraq,2022-07-18,2022-08-15,Paid,AI Solution,1,6569.89
42-2023-03-17-Co,Company C,Mayotte,2023-03-17,2023-04-13,Pending,Mobile App Development,1,2345.29
94-2022-07-14-Co,Company B,Iran,2022-07-14,2022-07-21,Pending,IoT Solution,1,3863.61
25-2023-01-02-Co,Company D,Oman,2023-01-02,2023-01-29,Pending,Mobile App Development,1,2026.44
100-2023-04-07-Co,Company B,El Salvador,2023-04-07,2023-04-28,Paid,Web Development,1,596.41
23-2022-11-26-Co,Company E,French Guiana,2022-11-26,2022-12-24,Overdue,AI Solution,1,7938.34
59-2023-02-19-Co,Company C,San Marino,2023-02-19,2023-03-17,Paid,Web Development,1,1048.46
3-2022-09-17-Co,Company E,Christmas Island,2022-09-17,2022-10-13,Overdue,UI/UX Design,1,957.94
90-2023-01-22-Co,Company E,Ukraine,2023-01-22,2023-02-12,Pending,UI/UX Design,1,333.43
89-2023-02-21-Co,Company E,Micronesia,2023-02-21,2023-03-18,Pending,Mobile App Development,1,1786.55
93-2022-10-22-Co,Company E,Lao People's Democratic Republic,2022-10-22,2022-11-13,Overdue,Web Development,1,2373.52
20-2022-10-20-Co,Company C,Guyana,2022-10-20,2022-11-07,Paid,Web Development,1,2170.66
79-2022-08-09-Co,Company B,Ghana,2022-08-09,2022-09-06,Pending,Mobile App Development,1,1684.87
52-2022-08-27-Co,Company C,Namibia,2022-08-27,2022-09-19,Paid,UI/UX Design,1,640.71
59-2023-02-11-Co,Company A,Albania,2023-02-11,2023-03-08,Overdue,AI Solution,1,5437.15
27-2023-04-10-Co,Company A,Brazil,2023-04-10,2023-04-23,Pending,AI Solution,1,4327.38
23-2022-12-27-Co,Company A,Argentina,2022-12-27,2023-01-22,Paid,Web Development,1,1406.7
59-2023-03-26-Co,Company C,Equatorial Guinea,2023-03-26,2023-04-20,Pending,E-commerce Development,1,3995.68
32-2023-01-07-Co,Company D,Burkina Faso,2023-01-07,2023-01-19,Pending,IoT Solution,1,5966.55
54-2022-08-20-Co,Company E,Guyana,2022-08-20,2022-09-11,Overdue,IoT Solution,1,5361.65
65-2023-06-14-Co,Company D,Sierra Leone,2023-06-14,2023-07-11,Overdue,Web Development,1,1139.35
6-2023-05-03-Co,Company D,Haiti,2023-05-03,2023-05-17,Overdue,Web Development,1,2636.74
41-2022-09-25-Co,Company D,Denmark,2022-09-25,2022-10-25,Paid,Web Development,1,1503.95
73-2022-08-28-Co,Company B,Mongolia,2022-08-28,2022-09-15,Paid,Web Development,1,2267.9
88-2023-04-17-Co,Company E,Heard Island and McDonald Islands,2023-04-17,2023-04-25,Pending,IoT Solution,1,3794.97
84-2022-10-30-Co,Company B,Austria,2022-10-30,2022-11-27,Overdue,UI/UX Design,1,611.46
58-2022-12-21-Co,Company C,Vanuatu,2022-12-21,2023-01-18,Pending,UI/UX Design,1,300.67
25-2023-01-28-Co,Company C,Netherlands,2023-01-28,2023-02-09,Overdue,Web Development,1,2480.06
17-2022-10-14-Co,Company E,Iraq,2022-10-14,2022-10-25,Overdue,Mobile App Development,1,2702.01
42-2022-10-25-Co,Company D,South Georgia and the South Sandwich Islands,2022-10-25,2022-11-17,Overdue,AI Solution,1,7871.42
2-2023-04-12-Co,Company B,Bahamas,2023-04-12,2023-05-08,Overdue,Web Development,1,1417.94
34-2023-06-05-Co,Company C,Ethiopia,2023-06-05,2023-07-01,Paid,E-commerce Development,1,3483.62
69-2022-09-12-Co,Company B,Svalbard & Jan Mayen Islands,2022-09-12,2022-09-21,Paid,Mobile App Development,1,4888.7
44-2023-04-02-Co,Company A,Western Sahara,2023-04-02,2023-04-13,Paid,Web Development,1,2093.36
14-2022-09-14-Co,Company E,Palestinian Territory,2022-09-14,2022-10-09,Pending,E-commerce Development,1,1150.26
21-2022-10-24-Co,Company C,Norfolk Island,2022-10-24,2022-11-07,Pending,AI Solution,1,9064.24
62-2023-04-17-Co,Company E,Ghana,2023-04-17,2023-04-28,Overdue,IoT Solution,1,5710.81
31-2022-12-27-Co,Company C,Sierra Leone,2022-12-27,2023-01-20,Pending,Web Development,1,537.4
31-2022-12-25-Co,Company C,Argentina,2022-12-25,2023-01-07,Overdue,Web Development,1,1706.49
49-2022-12-12-Co,Company D,Peru,2022-12-12,2023-01-01,Paid,UI/UX Design,1,947.25
98-2023-03-25-Co,Company B,Ukraine,2023-03-25,2023-04-08,Overdue,E-commerce Development,1,3421.19
14-2023-03-18-Co,Company E,Fiji,2023-03-18,2023-04-16,Overdue,Mobile App Development,1,2405.32
80-2023-04-18-Co,Company E,Dominican Republic,2023-04-18,2023-05-06,Paid,Web Development,1,2281.19
66-2023-02-25-Co,Company B,Ukraine,2023-02-25,2023-03-11,Overdue,Web Development,1,1948.44
10-2023-01-18-Co,Company B,San Marino,2023-01-18,2023-02-04,Paid,IoT Solution,1,5104.03
82-2022-11-30-Co,Company D,Solomon Islands,2022-11-30,2022-12-15,Paid,IoT Solution,1,6731.43
9-2022-11-10-Co,Company C,Niue,2022-11-10,2022-11-25,Pending,Mobile App Development,1,1548.92
19-2022-09-10-Co,Company A,Cuba,2022-09-10,2022-10-05,Paid,UI/UX Design,1,954.03
62-2022-08-04-Co,Company D,Nigeria,2022-08-04,2022-09-03,Pending,E-commerce Development,1,2230.59
61-2022-10-13-Co,Company B,Tuvalu,2022-10-13,2022-10-30,Pending,UI/UX Design,1,908.91
48-2023-07-09-Co,Company C,Palau,2023-07-09,2023-07-26,Overdue,AI Solution,1,5117.89
41-2023-02-28-Co,Company A,Estonia,2023-02-28,2023-03-23,Overdue,AI Solution,1,7256.5
3-2022-07-31-Co,Company E,Guam,2022-07-31,2022-08-16,Overdue,E-commerce Development,1,1010.08
3-2023-04-06-Co,Company E,Malta,2023-04-06,2023-04-16,Paid,UI/UX Design,1,520.15
88-2022-08-11-Co,Company A,Norway,2022-08-11,2022-08-27,Pending,UI/UX Design,1,287.93
4-2022-12-01-Co,Company C,Turkmenistan,2022-12-01,2022-12-19,Pending,E-commerce Development,1,2845.05
48-2023-02-27-Co,Company C,United Arab Emirates,2023-02-27,2023-03-16,Pending,Mobile App Development,1,2229.03
14-2022-10-24-Co,Company D,Guernsey,2022-10-24,2022-11-22,Overdue,Mobile App Development,1,2474.99
82-2022-10-17-Co,Company C,Slovenia,2022-10-17,2022-10-25,Pending,IoT Solution,1,3680.41
43-2022-10-21-Co,Company A,Estonia,2022-10-21,2022-10-29,Paid,AI Solution,1,6630.27
55-2022-07-12-Co,Company C,Mexico,2022-07-12,2022-08-10,Paid,Mobile App Development,1,4932.07
37-2022-08-16-Co,Company A,Singapore,2022-08-16,2022-09-01,Overdue,E-commerce Development,1,4809.66
47-2023-06-30-Co,Company D,Korea,2023-06-30,2023-07-28,Overdue,E-commerce Development,1,3279.35
55-2023-05-20-Co,Company D,Greenland,2023-05-20,2023-06-13,Pending,IoT Solution,1,2265.35
88-2023-04-22-Co,Company E,Venezuela,2023-04-22,2023-05-05,Overdue,Web Development,1,1881.72
38-2022-10-07-Co,Company A,Guatemala,2022-10-07,2022-10-24,Overdue,UI/UX Design,1,632.87
22-2022-09-15-Co,Company A,Saint Vincent and the Grenadines,2022-09-15,2022-10-09,Paid,UI/UX Design,1,362.14
6-2023-05-09-Co,Company A,Germany,2023-05-09,2023-06-07,Pending,AI Solution,1,8980.65
24-2023-01-09-Co,Company B,Mali,2023-01-09,2023-01-18,Overdue,UI/UX Design,1,486.5
96-2022-12-25-Co,Company C,El Salvador,2022-12-25,2023-01-22,Pending,IoT Solution,1,2754.5
45-2023-03-25-Co,Company C,Cambodia,2023-03-25,2023-04-22,Paid,IoT Solution,1,2119.41
97-2023-03-22-Co,Company C,Bangladesh,2023-03-22,2023-04-05,Paid,E-commerce Development,1,2053.9
12-2023-05-02-Co,Company B,Paraguay,2023-05-02,2023-05-31,Overdue,IoT Solution,1,5423.18
17-2022-07-19-Co,Company C,Albania,2022-07-19,2022-08-09,Paid,Mobile App Development,1,2385.97
3-2022-11-02-Co,Company D,Lao People's Democratic Republic,2022-11-02,2022-11-09,Overdue,Mobile App Development,1,3842.66
44-2022-11-16-Co,Company A,French Polynesia,2022-11-16,2022-11-28,Paid,AI Solution,1,6081.91
41-2023-04-02-Co,Company E,Iceland,2023-04-02,2023-04-18,Paid,E-commerce Development,1,1343.67
59-2022-08-17-Co,Company E,Mongolia,2022-08-17,2022-09-05,Paid,UI/UX Design,1,844.85
60-2023-03-11-Co,Company A,Nepal,2023-03-11,2023-03-18,Overdue,Mobile App Development,1,1366.24
27-2022-12-15-Co,Company D,Gabon,2022-12-15,2022-12-23,Overdue,E-commerce Development,1,3411.87
62-2022-08-27-Co,Company C,Algeria,2022-08-27,2022-09-11,Pending,AI Solution,1,4453.03
81-2023-01-05-Co,Company A,Lebanon,2023-01-05,2023-01-19,Pending,AI Solution,1,7539.15
47-2022-09-07-Co,Company C,Somalia,2022-09-07,2022-10-06,Overdue,E-commerce Development,1,2062.05
30-2022-10-07-Co,Company E,Palau,2022-10-07,2022-10-19,Overdue,AI Solution,1,6160.3
50-2022-08-18-Co,Company C,Belgium,2022-08-18,2022-09-05,Pending,UI/UX Design,1,997.65
3-2023-02-10-Co,Company D,Italy,2023-02-10,2023-02-28,Pending,AI Solution,1,3036.23
83-2022-10-14-Co,Company D,Argentina,2022-10-14,2022-10-28,Paid,AI Solution,1,6947.85
100-2023-05-24-Co,Company D,Jordan,2023-05-24,2023-06-23,Pending,Mobile App Development,1,2395.93
47-2023-05-23-Co,Company D,Indonesia,2023-05-23,2023-06-13,Pending,E-commerce Development,1,4407.82
69-2022-09-06-Co,Company E,Iraq,2022-09-06,2022-09-14,Paid,IoT Solution,1,6941.17
14-2023-01-05-Co,Company C,Colombia,2023-01-05,2023-01-22,Overdue,Mobile App Development,1,4436.94
15-2023-05-08-Co,Company D,Swaziland,2023-05-08,2023-06-02,Paid,AI Solution,1,9207.71
62-2023-02-07-Co,Company A,Sudan,2023-02-07,2023-03-07,Pending,AI Solution,1,8323.39
74-2023-04-03-Co,Company C,New Caledonia,2023-04-03,2023-04-27,Pending,Web Development,1,2638.5
7-2023-06-09-Co,Company C,Norway,2023-06-09,2023-06-27,Overdue,UI/UX Design,1,851.09
43-2023-01-25-Co,Company A,Guatemala,2023-01-25,2023-02-24,Paid,Mobile App Development,1,2346.83
96-2023-01-31-Co,Company A,Turkey,2023-01-31,2023-02-24,Pending,AI Solution,1,6040.27
79-2023-02-26-Co,Company D,Ghana,2023-02-26,2023-03-27,Overdue,Web Development,1,2889.42
66-2022-09-27-Co,Company D,Faroe Islands,2022-09-27,2022-10-25,Paid,AI Solution,1,7629.74
60-2022-09-25-Co,Company A,Nigeria,2022-09-25,2022-10-19,Pending,UI/UX Design,1,766.22
33-2022-11-22-Co,Company C,Kuwait,2022-11-22,2022-12-02,Pending,IoT Solution,1,5725.14
95-2023-06-19-Co,Company E,Netherlands Antilles,2023-06-19,2023-07-02,Paid,Web Development,1,1541.93
35-2022-09-17-Co,Company A,Cuba,2022-09-17,2022-09-28,Pending,AI Solution,1,9105.04
88-2023-03-23-Co,Company E,Wallis and Futuna,2023-03-23,2023-04-04,Paid,E-commerce Development,1,2717.32
63-2022-11-12-Co,Company C,Tajikistan,2022-11-12,2022-11-27,Paid,Web Development,1,1890.75
94-2023-03-05-Co,Company E,Sierra Leone,2023-03-05,2023-03-19,Paid,IoT Solution,1,6836.33
